,games,gs,name,team,war,year,starter,height,weight,bmi,yoc
270,9.0,6.0,Andrew Albers,Mariners,0.5,2017.0,sp,73,200,26.383936948770877,5.0
271,41.0,0.0,Al Alburquerque,Tigers,1.2,2011.0,rp,72,195,26.44386574074074,1.0
272,8.0,0.0,Al Alburquerque,Tigers,0.4,2012.0,rp,72,195,26.44386574074074,2.0
273,53.0,0.0,Al Alburquerque,Tigers,0.2,2013.0,rp,72,195,26.44386574074074,3.0
274,72.0,0.0,Al Alburquerque,Tigers,0.1,2014.0,rp,72,195,26.44386574074074,4.0
275,67.0,0.0,Al Alburquerque,Tigers,0.3,2015.0,rp,72,195,26.44386574074074,5.0
276,2.0,0.0,Al Alburquerque,Angels,-0.1,2016.0,rp,72,195,26.44386574074074,6.0
277,21.0,0.0,Al Alburquerque,2 Teams,0.3,2017.0,rp,72,195,26.44386574074074,7.0
278,11.0,0.0,Al Alburquerque,Royals,0.1,2017.0,rp,72,195,26.44386574074074,7.0
279,14.0,0.0,Vic Albury,Twins,-0.1,1973.0,rp,72,190,25.765817901234566,1.0
280,32.0,22.0,Vic Albury,Twins,-0.1,1974.0,sp,72,190,25.765817901234566,2.0
281,32.0,15.0,Vic Albury,Twins,-1.1,1975.0,rp,72,190,25.765817901234566,3.0
282,23.0,0.0,Vic Albury,Twins,0.3,1976.0,rp,72,190,25.765817901234566,4.0
283,30.0,21.0,Santo Alcala,Reds,0.1,1976.0,sp,77,195,23.121099679541235,1.0
284,38.0,12.0,Santo Alcala,2 Teams,0.1,1977.0,rp,77,195,23.121099679541235,2.0
285,7.0,2.0,Santo Alcala,Reds,0.1,1977.0,rp,77,195,23.121099679541235,2.0
286,5.0,5.0,Raul Alcantara,Athletics,-0.6,2016.0,sp,76,220,26.77631578947369,1.0
287,8.0,4.0,Raul Alcantara,Athletics,-0.3,2017.0,sp,76,220,26.77631578947369,2.0
288,4.0,3.0,Scott Aldred,Tigers,0.2,1990.0,sp,76,195,23.73355263157895,1.0
289,11.0,11.0,Scott Aldred,Tigers,0.1,1991.0,sp,76,195,23.73355263157895,2.0
290,16.0,13.0,Scott Aldred,Tigers,-0.4,1992.0,sp,76,195,23.73355263157895,3.0
291,8.0,0.0,Scott Aldred,2 Teams,-0.2,1993.0,rp,76,195,23.73355263157895,4.0
292,5.0,0.0,Scott Aldred,Rockies,-0.2,1993.0,rp,76,195,23.73355263157895,4.0
293,36.0,25.0,Scott Aldred,2 Teams,1.0,1996.0,sp,76,195,23.73355263157895,7.0
294,11.0,8.0,Scott Aldred,Tigers,0.0,1996.0,sp,76,195,23.73355263157895,7.0
295,17.0,15.0,Scott Aldred,Twins,-0.9,1997.0,sp,76,195,23.73355263157895,8.0
296,48.0,0.0,Scott Aldred,Devil Rays,0.4,1998.0,rp,76,195,23.73355263157895,9.0
297,66.0,0.0,Scott Aldred,2 Teams,0.7,1999.0,rp,76,195,23.73355263157895,10.0
298,37.0,0.0,Scott Aldred,Devil Rays,0.3,1999.0,rp,76,195,23.73355263157895,10.0
299,23.0,0.0,Scott Aldred,Phillies,0.0,2000.0,rp,76,195,23.73355263157895,11.0
300,16.0,20.0,Mike Aldrete,2 Teams,-0.4,1996.0,sp,71,185,25.799444554651853,1.0
301,5.0,8.0,Mike Aldrete,Angels,-0.3,1996.0,sp,71,185,25.799444554651853,1.0
302,31.0,0.0,Jay Aldrich,Brewers,0.0,1987.0,rp,75,210,26.24533333333333,1.0
303,24.0,0.0,Jay Aldrich,2 Teams,-0.1,1989.0,rp,75,210,26.24533333333333,3.0
304,16.0,0.0,Jay Aldrich,Brewers,-0.2,1989.0,rp,75,210,26.24533333333333,3.0
305,7.0,0.0,Jay Aldrich,Orioles,-0.1,1990.0,rp,75,210,26.24533333333333,4.0
306,17.0,12.0,Doyle Alexander,Dodgers,0.9,1971.0,sp,75,205,25.620444444444445,1.0
307,35.0,9.0,Doyle Alexander,Orioles,1.1,1972.0,rp,75,205,25.620444444444445,2.0
308,29.0,26.0,Doyle Alexander,Orioles,0.8,1973.0,sp,75,205,25.620444444444445,3.0
309,30.0,12.0,Doyle Alexander,Orioles,0.5,1974.0,rp,75,205,25.620444444444445,4.0
310,32.0,11.0,Doyle Alexander,Orioles,1.2,1975.0,rp,75,205,25.620444444444445,5.0
311,30.0,25.0,Doyle Alexander,2 Teams,1.3,1976.0,sp,75,205,25.620444444444445,6.0
312,11.0,6.0,Doyle Alexander,Orioles,0.2,1976.0,sp,75,205,25.620444444444445,6.0
313,34.0,34.0,Doyle Alexander,Rangers,1.7,1977.0,sp,75,205,25.620444444444445,7.0
314,31.0,28.0,Doyle Alexander,Rangers,1.4,1978.0,sp,75,205,25.620444444444445,8.0
315,23.0,18.0,Doyle Alexander,Rangers,1.2,1979.0,sp,75,205,25.620444444444445,9.0
316,35.0,35.0,Doyle Alexander,Braves,2.9,1980.0,sp,75,205,25.620444444444445,10.0
317,24.0,24.0,Doyle Alexander,Giants,1.6,1981.0,sp,75,205,25.620444444444445,11.0
318,16.0,11.0,Doyle Alexander,Yankees,-0.3,1982.0,sp,75,205,25.620444444444445,12.0
319,25.0,20.0,Doyle Alexander,2 Teams,1.0,1983.0,sp,75,205,25.620444444444445,13.0
320,8.0,5.0,Doyle Alexander,Yankees,-0.1,1983.0,sp,75,205,25.620444444444445,13.0
321,36.0,35.0,Doyle Alexander,Blue Jays,5.0,1984.0,sp,75,205,25.620444444444445,14.0
322,36.0,36.0,Doyle Alexander,Blue Jays,4.0,1985.0,sp,75,205,25.620444444444445,15.0
323,34.0,34.0,Doyle Alexander,2 Teams,3.9,1986.0,sp,75,205,25.620444444444445,16.0
324,17.0,17.0,Doyle Alexander,Blue Jays,1.1,1986.0,sp,75,205,25.620444444444445,16.0
325,27.0,27.0,Doyle Alexander,2 Teams,3.2,1987.0,sp,75,205,25.620444444444445,17.0
326,16.0,16.0,Doyle Alexander,Braves,0.7,1987.0,sp,75,205,25.620444444444445,17.0
327,34.0,34.0,Doyle Alexander,Tigers,2.6,1988.0,sp,75,205,25.620444444444445,18.0
328,33.0,33.0,Doyle Alexander,Tigers,0.9,1989.0,sp,75,205,25.620444444444445,19.0
329,3.0,2.0,Gerald Alexander,Rangers,0.1,1990.0,sp,71,190,26.496726839912714,1.0
330,30.0,9.0,Gerald Alexander,Rangers,-0.3,1991.0,rp,71,190,26.496726839912714,2.0
331,3.0,0.0,Gerald Alexander,Rangers,-0.1,1992.0,rp,71,190,26.496726839912714,3.0
332,6.0,4.0,Manny Alexander,Orioles,-1.2,1996.0,sp,70,165,23.672448979591838,1.0
333,37.0,22.0,Manny Alexander,2 Teams,0.9,1997.0,sp,70,165,23.672448979591838,2.0
334,26.0,15.0,Manny Alexander,Mets,0.8,1997.0,sp,70,165,23.672448979591838,2.0
335,34.0,25.0,Manny Alexander,Cubs,-0.9,1998.0,sp,70,165,23.672448979591838,3.0
336,17.0,15.0,Manny Alexander,Cubs,0.0,1999.0,sp,70,165,23.672448979591838,4.0
337,30.0,19.0,Manny Alexander,Red Sox,-0.8,2000.0,sp,70,165,23.672448979591838,5.0
338,3.0,3.0,Manny Alexander,Rangers,-0.1,2004.0,sp,70,165,23.672448979591838,9.0
339,0.0,0.0,Manny Alexander,Padres,-0.2,2005.0,rp,70,165,23.672448979591838,10.0
340,2.0,4.0,Manny Alexander,Padres,-0.3,2006.0,sp,70,165,23.672448979591838,11.0
341,17.0,0.0,Antonio Alfonseca,Marlins,0.0,1997.0,rp,77,235,27.863889357395852,1.0
342,58.0,0.0,Antonio Alfonseca,Marlins,-0.8,1998.0,rp,77,235,27.863889357395852,2.0
343,73.0,0.0,Antonio Alfonseca,Marlins,0.9,1999.0,rp,77,235,27.863889357395852,3.0
344,68.0,0.0,Antonio Alfonseca,Marlins,0.7,2000.0,rp,77,235,27.863889357395852,4.0
345,58.0,0.0,Antonio Alfonseca,Marlins,0.5,2001.0,rp,77,235,27.863889357395852,5.0
346,66.0,0.0,Antonio Alfonseca,Cubs,0.6,2002.0,rp,77,235,27.863889357395852,6.0
347,60.0,0.0,Antonio Alfonseca,Cubs,0.3,2003.0,rp,77,235,27.863889357395852,7.0
348,79.0,0.0,Antonio Alfonseca,Braves,0.4,2004.0,rp,77,235,27.863889357395852,8.0
349,33.0,0.0,Antonio Alfonseca,Marlins,-0.1,2005.0,rp,77,235,27.863889357395852,9.0
350,19.0,0.0,Antonio Alfonseca,Rangers,-0.3,2006.0,rp,77,235,27.863889357395852,10.0
351,61.0,0.0,Antonio Alfonseca,Phillies,0.0,2007.0,rp,77,235,27.863889357395852,11.0
352,7.0,4.0,Brian Allard,Rangers,0.1,1979.0,sp,73,175,23.085944830174512,1.0
353,5.0,2.0,Brian Allard,Rangers,0.1,1980.0,rp,73,175,23.085944830174512,2.0
354,7.0,7.0,Brian Allard,Mariners,0.8,1981.0,sp,73,175,23.085944830174512,3.0
355,48.0,0.0,Bob Allen,Indians,0.0,1961.0,rp,74,185,23.75,1.0
356,30.0,0.0,Bob Allen,Indians,-0.5,1962.0,rp,74,185,23.75,2.0
357,43.0,0.0,Bob Allen,Indians,0.2,1963.0,rp,74,185,23.75,3.0
358,36.0,0.0,Bob Allen,Indians,0.7,1966.0,rp,74,185,23.75,6.0
359,47.0,0.0,Bob Allen,Indians,0.3,1967.0,rp,74,185,23.75,7.0
360,4.0,1.0,Lloyd Allen,Angels,-0.2,1969.0,rp,73,185,24.405141677613063,1.0
361,8.0,2.0,Lloyd Allen,Angels,0.4,1970.0,rp,73,185,24.405141677613063,2.0
362,54.0,1.0,Lloyd Allen,Angels,1.0,1971.0,rp,73,185,24.405141677613063,3.0
363,42.0,6.0,Lloyd Allen,Angels,-1.0,1972.0,rp,73,185,24.405141677613063,4.0
364,28.0,5.0,Lloyd Allen,2 Teams,-0.5,1973.0,rp,73,185,24.405141677613063,5.0
365,5.0,0.0,Lloyd Allen,Angels,0.0,1973.0,rp,73,185,24.405141677613063,5.0
366,20.0,2.0,Lloyd Allen,2 Teams,-0.4,1974.0,rp,73,185,24.405141677613063,6.0
367,14.0,0.0,Lloyd Allen,Rangers,-0.2,1974.0,rp,73,185,24.405141677613063,6.0
368,3.0,2.0,Lloyd Allen,White Sox,-0.3,1975.0,sp,73,185,24.405141677613063,7.0
369,50.0,5.0,Neil Allen,Mets,1.3,1979.0,rp,74,190,24.39189189189189,1.0
370,59.0,0.0,Neil Allen,Mets,0.8,1980.0,rp,74,190,24.39189189189189,2.0
371,43.0,0.0,Neil Allen,Mets,0.7,1981.0,rp,74,190,24.39189189189189,3.0
372,50.0,0.0,Neil Allen,Mets,0.6,1982.0,rp,74,190,24.39189189189189,4.0
373,46.0,22.0,Neil Allen,2 Teams,0.9,1983.0,rp,74,190,24.39189189189189,5.0
374,21.0,4.0,Neil Allen,Mets,-0.8,1983.0,rp,74,190,24.39189189189189,5.0
375,57.0,1.0,Neil Allen,Cardinals,0.3,1984.0,rp,74,190,24.39189189189189,6.0
376,40.0,1.0,Neil Allen,2 Teams,-0.4,1985.0,rp,74,190,24.39189189189189,7.0
377,23.0,1.0,Neil Allen,Cardinals,-0.6,1985.0,rp,74,190,24.39189189189189,7.0
378,22.0,17.0,Neil Allen,White Sox,1.8,1986.0,sp,74,190,24.39189189189189,8.0
379,23.0,11.0,Neil Allen,2 Teams,0.4,1987.0,rp,74,190,24.39189189189189,9.0
380,15.0,10.0,Neil Allen,White Sox,0.1,1987.0,sp,74,190,24.39189189189189,9.0
381,41.0,2.0,Neil Allen,Yankees,-0.1,1988.0,rp,74,190,24.39189189189189,10.0
382,3.0,0.0,Neil Allen,Indians,-0.1,1989.0,rp,74,190,24.39189189189189,11.0
383,11.0,0.0,Dana Allison,Athletics,0.1,1991.0,rp,75,215,26.87022222222222,1.0
384,14.0,0.0,Armando Almanza,Marlins,0.3,1999.0,rp,75,220,27.49511111111111,1.0
385,67.0,0.0,Armando Almanza,Marlins,0.0,2000.0,rp,75,220,27.49511111111111,2.0
386,52.0,0.0,Armando Almanza,Marlins,-0.4,2001.0,rp,75,220,27.49511111111111,3.0
387,51.0,0.0,Armando Almanza,Marlins,0.0,2002.0,rp,75,220,27.49511111111111,4.0
388,51.0,0.0,Armando Almanza,Marlins,-0.5,2003.0,rp,75,220,27.49511111111111,5.0
389,13.0,0.0,Armando Almanza,Braves,-0.2,2004.0,rp,75,220,27.49511111111111,6.0
390,6.0,0.0,Armando Almanza,Diamondbacks,-0.1,2005.0,rp,75,220,27.49511111111111,7.0
391,4.0,0.0,Carlos Almanzar,Blue Jays,0.0,1997.0,rp,74,166,21.31081081081081,1.0
392,25.0,0.0,Carlos Almanzar,Blue Jays,0.1,1998.0,rp,74,166,21.31081081081081,2.0
393,28.0,0.0,Carlos Almanzar,Padres,-0.1,1999.0,rp,74,166,21.31081081081081,3.0
394,62.0,0.0,Carlos Almanzar,Padres,-0.2,2000.0,rp,74,166,21.31081081081081,4.0
395,10.0,0.0,Carlos Almanzar,Yankees,0.0,2001.0,rp,74,166,21.31081081081081,5.0
396,8.0,1.0,Carlos Almanzar,Reds,0.1,2002.0,rp,74,166,21.31081081081081,6.0
397,67.0,0.0,Carlos Almanzar,Rangers,0.6,2004.0,rp,74,166,21.31081081081081,8.0
398,6.0,0.0,Carlos Almanzar,Rangers,-0.2,2005.0,rp,74,166,21.31081081081081,9.0
399,12.0,0.0,Edwin Almonte,Mets,-0.2,2003.0,rp,75,220,27.49511111111111,1.0
400,15.0,0.0,Hector Almonte,Marlins,0.1,1999.0,rp,74,190,24.39189189189189,1.0
401,35.0,0.0,Hector Almonte,2 Teams,-0.1,2003.0,rp,74,190,24.39189189189189,5.0
402,7.0,0.0,Hector Almonte,Red Sox,-0.1,2003.0,rp,74,190,24.39189189189189,5.0
403,37.0,18.0,Matty Alou,Giants,-0.7,1965.0,rp,69,160,23.625288804872927,1.0
404,86.0,27.0,Matty Alou,Pirates,2.8,1966.0,rp,69,160,23.625288804872927,2.0
405,87.0,28.0,Matty Alou,Pirates,3.4,1967.0,rp,69,160,23.625288804872927,3.0
406,59.0,52.0,Matty Alou,Pirates,4.4,1968.0,sp,69,160,23.625288804872927,4.0
407,105.0,48.0,Matty Alou,Pirates,4.4,1969.0,rp,69,160,23.625288804872927,5.0
408,97.0,47.0,Matty Alou,Pirates,-0.8,1970.0,rp,69,160,23.625288804872927,6.0
409,85.0,74.0,Matty Alou,Cardinals,3.0,1971.0,sp,69,160,23.625288804872927,7.0
410,57.0,47.0,Matty Alou,2 Teams,2.2,1972.0,sp,69,160,23.625288804872927,8.0
411,46.0,31.0,Matty Alou,Cardinals,1.7,1972.0,sp,69,160,23.625288804872927,8.0
412,60.0,29.0,Matty Alou,2 Teams,1.0,1973.0,rp,69,160,23.625288804872927,9.0
413,59.0,28.0,Matty Alou,Yankees,1.0,1973.0,rp,69,160,23.625288804872927,9.0
414,8.0,3.0,Matty Alou,Padres,-0.6,1974.0,rp,69,160,23.625288804872927,10.0
415,6.0,0.0,Garvin Alston,Rockies,0.0,1996.0,rp,74,185,23.75,1.0
416,29.0,0.0,Porfi Altamirano,Phillies,0.3,1982.0,rp,72,175,23.731674382716047,1.0
417,31.0,0.0,Porfi Altamirano,Phillies,-0.8,1983.0,rp,72,175,23.731674382716047,2.0
418,5.0,0.0,Porfi Altamirano,Cubs,0.0,1984.0,rp,72,175,23.731674382716047,3.0
419,1.0,1.0,Abe Alvarez,Red Sox,-0.2,2004.0,sp,74,180,23.10810810810811,1.0
420,2.0,0.0,Abe Alvarez,Red Sox,0.0,2005.0,rp,74,180,23.10810810810811,2.0
421,1.0,0.0,Abe Alvarez,Red Sox,-0.2,2006.0,rp,74,180,23.10810810810811,3.0
422,4.0,0.0,Dario Alvarez,Mets,-0.2,2014.0,rp,73,170,22.426346406455245,1.0
423,6.0,0.0,Dario Alvarez,Mets,-0.3,2015.0,rp,73,170,22.426346406455245,2.0
424,26.0,0.0,Dario Alvarez,2 Teams,0.1,2016.0,rp,73,170,22.426346406455245,3.0
425,16.0,0.0,Dario Alvarez,Braves,0.2,2016.0,rp,73,170,22.426346406455245,3.0
426,20.0,0.0,Dario Alvarez,Rangers,0.1,2017.0,rp,73,170,22.426346406455245,4.0
427,10.0,10.0,Henderson Alvarez,Blue Jays,0.8,2011.0,sp,72,205,27.79996141975309,1.0
428,31.0,31.0,Henderson Alvarez,Blue Jays,0.3,2012.0,sp,72,205,27.79996141975309,2.0
429,17.0,17.0,Henderson Alvarez,Marlins,1.8,2013.0,sp,72,205,27.79996141975309,3.0
430,30.0,30.0,Henderson Alvarez,Marlins,2.1,2014.0,sp,72,205,27.79996141975309,4.0
431,4.0,4.0,Henderson Alvarez,Marlins,0.3,2015.0,sp,72,205,27.79996141975309,5.0
432,3.0,3.0,Henderson Alvarez,Phillies,-0.1,2017.0,sp,72,205,27.79996141975309,7.0
433,1.0,0.0,Jose Alvarez,Braves,0.0,1981.0,rp,70,170,24.389795918367348,1.0
434,7.0,0.0,Jose Alvarez,Braves,0.0,1982.0,rp,70,170,24.389795918367348,2.0
435,60.0,0.0,Jose Alvarez,Braves,0.0,1988.0,rp,70,170,24.389795918367348,8.0
436,30.0,0.0,Jose Alvarez,Braves,0.3,1989.0,rp,70,170,24.389795918367348,9.0
437,8.0,0.0,Juan Alvarez,Angels,0.0,1999.0,rp,72,184,24.952160493827158,1.0
438,11.0,0.0,Juan Alvarez,Angels,-0.3,2000.0,rp,72,184,24.952160493827158,2.0
439,52.0,0.0,Juan Alvarez,Rangers,-0.5,2002.0,rp,72,184,24.952160493827158,4.0
440,9.0,0.0,Juan Alvarez,Marlins,-0.2,2003.0,rp,72,184,24.952160493827158,5.0
441,8.0,8.0,Tavo Alvarez,Expos,0.4,1995.0,sp,75,245,30.619555555555557,1.0
442,11.0,5.0,Tavo Alvarez,Expos,0.2,1996.0,rp,75,245,30.619555555555557,2.0
443,4.0,1.0,Victor Alvarez,Dodgers,0.3,2002.0,rp,70,150,21.520408163265305,1.0
444,5.0,0.0,Victor Alvarez,Dodgers,-0.2,2003.0,rp,70,150,21.520408163265305,2.0
445,1.0,1.0,Wilson Alvarez,Rangers,0.0,1989.0,sp,73,235,31.00112591480578,1.0
446,10.0,9.0,Wilson Alvarez,White Sox,-0.2,1991.0,sp,73,235,31.00112591480578,3.0
447,34.0,9.0,Wilson Alvarez,White Sox,-0.6,1992.0,rp,73,235,31.00112591480578,4.0
448,31.0,31.0,Wilson Alvarez,White Sox,2.7,1993.0,sp,73,235,31.00112591480578,5.0
449,24.0,24.0,Wilson Alvarez,White Sox,2.8,1994.0,sp,73,235,31.00112591480578,6.0
450,29.0,29.0,Wilson Alvarez,White Sox,1.5,1995.0,sp,73,235,31.00112591480578,7.0
451,35.0,35.0,Wilson Alvarez,White Sox,4.2,1996.0,sp,73,235,31.00112591480578,8.0
452,33.0,33.0,Wilson Alvarez,2 Teams,3.8,1997.0,sp,73,235,31.00112591480578,9.0
453,22.0,22.0,Wilson Alvarez,White Sox,3.2,1997.0,sp,73,235,31.00112591480578,9.0
454,25.0,25.0,Wilson Alvarez,Devil Rays,1.3,1998.0,sp,73,235,31.00112591480578,10.0
455,28.0,28.0,Wilson Alvarez,Devil Rays,1.8,1999.0,sp,73,235,31.00112591480578,11.0
456,23.0,10.0,Wilson Alvarez,Devil Rays,0.0,2002.0,rp,73,235,31.00112591480578,14.0
457,21.0,12.0,Wilson Alvarez,Dodgers,2.5,2003.0,sp,73,235,31.00112591480578,15.0
458,40.0,15.0,Wilson Alvarez,Dodgers,2.2,2004.0,rp,73,235,31.00112591480578,16.0
459,21.0,2.0,Wilson Alvarez,Dodgers,-0.3,2005.0,rp,73,235,31.00112591480578,17.0
460,28.0,30.0,Alexi Amarista,Padres,-0.9,2015.0,sp,67,160,25.056805524615722,1.0
461,9.0,11.0,Alexi Amarista,Padres,-0.6,2016.0,sp,67,160,25.056805524615722,2.0
462,22.0,19.0,Alexi Amarista,Rockies,-1.2,2017.0,sp,67,160,25.056805524615722,3.0
463,34.0,0.0,Hector Ambriz,Indians,-0.4,2010.0,rp,74,235,30.16891891891892,1.0
464,18.0,0.0,Hector Ambriz,Astros,0.3,2012.0,rp,74,235,30.16891891891892,3.0
465,43.0,0.0,Hector Ambriz,Astros,-0.8,2013.0,rp,74,235,30.16891891891892,4.0
466,1.0,0.0,Hector Ambriz,Padres,0.0,2014.0,rp,74,235,30.16891891891892,5.0
467,4.0,0.0,Steve Ames,Marlins,0.0,2013.0,rp,73,205,27.043535372490147,1.0
468,3.0,0.0,Larry Andersen,Indians,0.1,1975.0,rp,75,205,25.620444444444445,1.0
469,11.0,0.0,Larry Andersen,Indians,0.0,1977.0,rp,75,205,25.620444444444445,3.0
470,8.0,0.0,Larry Andersen,Indians,-0.1,1979.0,rp,75,205,25.620444444444445,5.0
471,41.0,0.0,Larry Andersen,Mariners,1.1,1981.0,rp,75,205,25.620444444444445,7.0
472,40.0,1.0,Larry Andersen,Mariners,-0.7,1982.0,rp,75,205,25.620444444444445,8.0
473,17.0,0.0,Larry Andersen,Phillies,0.3,1983.0,rp,75,205,25.620444444444445,9.0
474,64.0,0.0,Larry Andersen,Phillies,0.8,1984.0,rp,75,205,25.620444444444445,10.0
475,57.0,0.0,Larry Andersen,Phillies,0.4,1985.0,rp,75,205,25.620444444444445,11.0
476,48.0,0.0,Larry Andersen,2 Teams,0.8,1986.0,rp,75,205,25.620444444444445,12.0
477,10.0,0.0,Larry Andersen,Phillies,0.4,1986.0,rp,75,205,25.620444444444445,12.0
478,67.0,0.0,Larry Andersen,Astros,1.3,1987.0,rp,75,205,25.620444444444445,13.0
479,53.0,0.0,Larry Andersen,Astros,1.4,1988.0,rp,75,205,25.620444444444445,14.0
480,60.0,0.0,Larry Andersen,Astros,2.3,1989.0,rp,75,205,25.620444444444445,15.0
481,65.0,0.0,Larry Andersen,2 Teams,2.7,1990.0,rp,75,205,25.620444444444445,16.0
482,50.0,0.0,Larry Andersen,Astros,1.7,1990.0,rp,75,205,25.620444444444445,16.0
483,38.0,0.0,Larry Andersen,Padres,1.7,1991.0,rp,75,205,25.620444444444445,17.0
484,34.0,0.0,Larry Andersen,Padres,0.8,1992.0,rp,75,205,25.620444444444445,18.0
485,64.0,0.0,Larry Andersen,Phillies,1.5,1993.0,rp,75,205,25.620444444444445,19.0
486,29.0,0.0,Larry Andersen,Phillies,0.3,1994.0,rp,75,205,25.620444444444445,20.0
487,21.0,10.0,Allan Anderson,Twins,0.6,1986.0,rp,72,186,25.22337962962963,1.0
488,4.0,2.0,Allan Anderson,Twins,-0.3,1987.0,sp,72,186,25.22337962962963,2.0
489,30.0,30.0,Allan Anderson,Twins,3.5,1988.0,sp,72,186,25.22337962962963,3.0
490,33.0,33.0,Allan Anderson,Twins,2.0,1989.0,sp,72,186,25.22337962962963,4.0
491,31.0,31.0,Allan Anderson,Twins,2.1,1990.0,sp,72,186,25.22337962962963,5.0
492,29.0,22.0,Allan Anderson,Twins,-0.5,1991.0,sp,72,186,25.22337962962963,6.0
493,4.0,1.0,Brian Anderson,Angels,0.1,1993.0,rp,73,190,25.064740101332333,1.0
494,18.0,18.0,Brian Anderson,Angels,1.3,1994.0,sp,73,190,25.064740101332333,2.0
495,18.0,17.0,Brian Anderson,Angels,-0.3,1995.0,sp,73,190,25.064740101332333,3.0
496,10.0,9.0,Brian Anderson,Indians,0.4,1996.0,sp,73,190,25.064740101332333,4.0
497,8.0,8.0,Brian Anderson,Indians,0.4,1997.0,sp,73,190,25.064740101332333,5.0
498,32.0,32.0,Brian Anderson,Diamondbacks,1.0,1998.0,sp,73,190,25.064740101332333,6.0
499,31.0,19.0,Brian Anderson,Diamondbacks,1.7,1999.0,sp,73,190,25.064740101332333,7.0
500,33.0,32.0,Brian Anderson,Diamondbacks,2.0,2000.0,sp,73,190,25.064740101332333,8.0
501,29.0,22.0,Brian Anderson,Diamondbacks,0.3,2001.0,sp,73,190,25.064740101332333,9.0
502,35.0,24.0,Brian Anderson,Diamondbacks,1.6,2002.0,sp,73,190,25.064740101332333,10.0
503,32.0,31.0,Brian Anderson,2 Teams,1.9,2003.0,sp,73,190,25.064740101332333,11.0
504,25.0,24.0,Brian Anderson,Indians,1.3,2003.0,sp,73,190,25.064740101332333,11.0
505,35.0,26.0,Brian Anderson,Royals,0.2,2004.0,sp,73,190,25.064740101332333,12.0
506,6.0,6.0,Brian Anderson,Royals,0.1,2005.0,sp,73,190,25.064740101332333,13.0
507,25.0,5.0,Bud Anderson,Indians,1.1,1982.0,rp,75,210,26.24533333333333,1.0
508,39.0,1.0,Bud Anderson,Indians,-0.4,1983.0,rp,75,210,26.24533333333333,2.0
509,15.0,15.0,Cody Anderson,Indians,1.0,2015.0,sp,76,240,29.210526315789473,1.0
510,19.0,9.0,Cody Anderson,Indians,0.2,2016.0,rp,76,240,29.210526315789473,2.0
511,25.0,0.0,Craig Anderson,Cardinals,0.4,1961.0,rp,74,205,26.31756756756757,1.0
512,50.0,14.0,Craig Anderson,Mets,-0.2,1962.0,rp,74,205,26.31756756756757,2.0
513,3.0,2.0,Craig Anderson,Mets,0.3,1963.0,sp,74,205,26.31756756756757,3.0
514,4.0,1.0,Craig Anderson,Mets,0.3,1964.0,rp,74,205,26.31756756756757,4.0
515,28.0,0.0,Jason Anderson,2 Teams,-0.3,2003.0,rp,72,170,23.053626543209877,1.0
516,22.0,0.0,Jason Anderson,Yankees,-0.2,2003.0,rp,72,170,23.053626543209877,1.0
517,1.0,0.0,Jason Anderson,Indians,-0.1,2004.0,rp,72,170,23.053626543209877,2.0
518,3.0,0.0,Jason Anderson,Yankees,-0.1,2005.0,rp,72,170,23.053626543209877,3.0
519,13.0,4.0,Jimmy Anderson,Pirates,0.2,1999.0,rp,73,207,27.307374741977856,1.0
520,27.0,26.0,Jimmy Anderson,Pirates,1.8,2000.0,sp,73,207,27.307374741977856,2.0
521,34.0,34.0,Jimmy Anderson,Pirates,2.3,2001.0,sp,73,207,27.307374741977856,3.0
522,28.0,25.0,Jimmy Anderson,Pirates,-0.5,2002.0,sp,73,207,27.307374741977856,4.0
523,8.0,7.0,Jimmy Anderson,Reds,-0.2,2003.0,sp,73,207,27.307374741977856,5.0
524,12.0,0.0,Jimmy Anderson,2 Teams,0.1,2004.0,rp,73,207,27.307374741977856,6.0
525,7.0,0.0,Jimmy Anderson,Cubs,0.1,2004.0,rp,73,207,27.307374741977856,6.0
526,2.0,0.0,Larry Anderson,Brewers,0.0,1974.0,rp,75,190,23.745777777777775,1.0
527,8.0,1.0,Larry Anderson,Brewers,0.2,1975.0,rp,75,190,23.745777777777775,2.0
528,6.0,0.0,Larry Anderson,White Sox,-0.5,1977.0,rp,75,190,23.745777777777775,4.0
529,42.0,0.0,Matt Anderson,Tigers,0.4,1998.0,rp,76,200,24.342105263157897,1.0
530,37.0,0.0,Matt Anderson,Tigers,-0.6,1999.0,rp,76,200,24.342105263157897,2.0
531,69.0,0.0,Matt Anderson,Tigers,0.2,2000.0,rp,76,200,24.342105263157897,3.0
532,62.0,0.0,Matt Anderson,Tigers,1.4,2001.0,rp,76,200,24.342105263157897,4.0
533,12.0,0.0,Matt Anderson,Tigers,-0.1,2002.0,rp,76,200,24.342105263157897,5.0
534,23.0,0.0,Matt Anderson,Tigers,-0.4,2003.0,rp,76,200,24.342105263157897,6.0
535,12.0,0.0,Matt Anderson,Rockies,-0.4,2005.0,rp,76,200,24.342105263157897,8.0
536,8.0,0.0,Scott Anderson,Rangers,0.1,1987.0,rp,78,190,21.9543063773833,1.0
537,4.0,3.0,Scott Anderson,Expos,0.4,1990.0,sp,78,190,21.9543063773833,4.0
538,6.0,4.0,Scott Anderson,Royals,0.1,1995.0,sp,78,190,21.9543063773833,9.0
